Thread ID,Request Type,Waiting Time,Execution Time,Total Round Trip Time,SLA Time,Low Priority,SLA Met
0,long_input_short_output,0.039459943771362305,0.56201171875,0.6014716625213623,1,no,yes
2,long_input_short_output,0.037479400634765625,0.5612530708312988,0.5987324714660645,1,no,yes
3,long_input_short_output,0.0379786491394043,0.5506291389465332,0.5886077880859375,1,no,yes
1,short_input_short_output,0.04343819618225098,0.6385307312011719,0.6819689273834229,1,no,yes
4,short_input_short_output,0.033580780029296875,0.6155300140380859,0.6491107940673828,1,no,yes
5,long_input_short_output,0.022603988647460938,0.6017451286315918,0.6243491172790527,1,no,yes
6,long_input_short_output,0.03706502914428711,0.5837633609771729,0.62082839012146,1,no,yes
7,long_input_short_output,0.04500555992126465,0.5746009349822998,0.6196064949035645,1,no,yes
8,short_input_short_output,0.03658699989318848,0.6222178936004639,0.6588048934936523,1,no,yes
9,short_input_short_output,0.03650665283203125,0.6944987773895264,0.7310054302215576,1,no,yes
11,long_input_short_output,0.032855987548828125,0.6364805698394775,0.6693365573883057,1,no,yes
10,long_input_short_output,0.03294658660888672,0.6476221084594727,0.6805686950683594,1,no,yes
12,long_input_short_output,0.03542780876159668,0.6796443462371826,0.7150721549987793,1,no,yes
15,short_input_short_output,0.039238691329956055,0.7381300926208496,0.7773687839508057,1,no,yes
17,short_input_short_output,0.036977529525756836,0.7146739959716797,0.7516515254974365,1,no,yes
18,long_input_short_output,0.026687145233154297,0.6767838001251221,0.7034709453582764,1,no,yes
19,short_input_short_output,0.03971576690673828,0.6878890991210938,0.727604866027832,1,no,yes
20,short_input_short_output,0.031159400939941406,0.6772809028625488,0.7084403038024902,1,no,yes
21,short_input_short_output,0.034093379974365234,0.6592490673065186,0.6933424472808838,1,no,yes
23,short_input_short_output,0.07962846755981445,0.626258134841919,0.7058866024017334,1,no,yes
24,short_input_short_output,0.045810699462890625,0.6152632236480713,0.6610739231109619,1,no,yes
25,short_input_short_output,0.034873008728027344,0.66794753074646,0.7028205394744873,1,no,yes
27,long_input_short_output,0.04268670082092285,0.6271064281463623,0.6697931289672852,1,no,yes
26,short_input_short_output,0.04766511917114258,0.6613826751708984,0.709047794342041,1,no,yes
29,long_input_short_output,0.08869671821594238,0.5603008270263672,0.6489975452423096,1,no,yes
30,short_input_short_output,0.07771182060241699,0.5828018188476562,0.6605136394500732,1,no,yes
31,short_input_short_output,0.03876471519470215,0.5514802932739258,0.5902450084686279,1,no,yes
33,short_input_short_output,0.07916712760925293,0.7908709049224854,0.8700380325317383,1,no,yes
35,long_input_short_output,0.03104567527770996,0.7613461017608643,0.7923917770385742,1,no,yes
36,long_input_short_output,0.03417825698852539,0.7482635974884033,0.7824418544769287,1,no,yes
38,short_input_short_output,0.056420087814331055,0.7311875820159912,0.7876076698303223,1,no,yes
40,long_input_short_output,0.04216742515563965,0.6296195983886719,0.6717870235443115,1,no,yes
42,long_input_short_output,0.0779578685760498,0.5554554462432861,0.6334133148193359,1,no,yes
43,short_input_short_output,0.042096853256225586,0.6419329643249512,0.6840298175811768,1,no,yes
44,long_input_short_output,0.03801989555358887,0.6241333484649658,0.6621532440185547,1,no,yes
13,short_input_long_output,0.07123565673828125,5.327604055404663,5.398839712142944,8,no,yes
45,long_input_short_output,0.03820347785949707,0.6678307056427002,0.7060341835021973,1,no,yes
46,short_input_short_output,0.04019355773925781,0.694493293762207,0.7346868515014648,1,no,yes
47,short_input_short_output,0.043822526931762695,0.6892175674438477,0.7330400943756104,1,no,yes
16,short_input_long_output,0.12764596939086914,5.25309681892395,5.380742788314819,8,no,yes
48,long_input_short_output,0.03608059883117676,0.647101640701294,0.6831822395324707,1,no,yes
50,short_input_short_output,0.04301953315734863,0.6654741764068604,0.708493709564209,1,no,yes
51,long_input_short_output,0.03550863265991211,0.6382966041564941,0.6738052368164062,1,no,yes
22,short_input_long_output,0.10483503341674805,5.229171276092529,5.334006309509277,8,no,yes
52,long_input_short_output,0.03520989418029785,0.6196966171264648,0.6549065113067627,1,no,yes
53,long_input_short_output,0.041062355041503906,0.6247713565826416,0.6658337116241455,1,no,yes
54,long_input_short_output,0.03940701484680176,0.611072301864624,0.6504793167114258,1,no,yes
55,short_input_short_output,0.03735017776489258,0.6419172286987305,0.679267406463623,1,no,yes
56,short_input_short_output,0.042635440826416016,0.6087052822113037,0.6513407230377197,1,no,yes
57,short_input_short_output,0.043639183044433594,0.6324586868286133,0.6760978698730469,1,no,yes
58,long_input_short_output,0.045517683029174805,0.6035387516021729,0.6490564346313477,1,no,yes
59,short_input_short_output,0.049379825592041016,0.6657407283782959,0.7151205539703369,1,no,yes
60,short_input_short_output,0.04085135459899902,0.702319860458374,0.743171215057373,1,no,yes
61,short_input_short_output,0.04282569885253906,0.7057077884674072,0.7485334873199463,1,no,yes
32,short_input_long_output,0.16697287559509277,5.27843976020813,5.445412635803223,8,no,yes
62,long_input_short_output,0.03308677673339844,0.6544632911682129,0.6875500679016113,1,no,yes
63,long_input_short_output,0.04056549072265625,0.6418290138244629,0.6823945045471191,1,no,yes
64,long_input_short_output,0.02754044532775879,0.624741792678833,0.6522822380065918,1,no,yes
66,short_input_short_output,0.0759420394897461,0.640007495880127,0.715949535369873,1,no,yes
37,short_input_long_output,0.14500689506530762,5.22566032409668,5.370667219161987,8,no,yes
67,long_input_short_output,0.04198431968688965,0.6159677505493164,0.657952070236206,1,no,yes
14,long_input_long_output,0.12968802452087402,8.363966464996338,8.493654489517212,12,no,yes
69,long_input_short_output,0.03599119186401367,0.640744686126709,0.6767358779907227,1,no,yes
68,short_input_short_output,0.04853224754333496,0.6893715858459473,0.7379038333892822,1,no,yes
70,long_input_short_output,0.037261009216308594,0.647437334060669,0.6846983432769775,1,no,yes
71,short_input_short_output,0.04859519004821777,0.6531374454498291,0.7017326354980469,1,no,yes
72,short_input_short_output,0.04806709289550781,0.6509268283843994,0.6989939212799072,1,no,yes
73,short_input_short_output,0.038411855697631836,0.7224071025848389,0.7608189582824707,1,no,yes
74,short_input_short_output,0.043994903564453125,0.7360305786132812,0.7800254821777344,1,no,yes
75,long_input_short_output,0.03570842742919922,0.7053155899047852,0.7410240173339844,1,no,yes
76,short_input_short_output,0.04715108871459961,0.7176523208618164,0.764803409576416,1,no,yes
79,long_input_short_output,0.038947105407714844,0.5824005603790283,0.6213476657867432,1,no,yes
28,long_input_long_output,0.12370777130126953,8.338850021362305,8.462557792663574,12,no,yes
80,long_input_short_output,0.03864431381225586,0.5940308570861816,0.6326751708984375,1,no,yes
49,short_input_long_output,0.06293368339538574,5.257546901702881,5.320480585098267,8,no,yes
81,short_input_short_output,0.04356074333190918,0.674445390701294,0.7180061340332031,1,no,yes
34,long_input_long_output,0.15891623497009277,8.472483396530151,8.631399631500244,12,no,yes
