Thread ID,Request Type,Waiting Time,Execution Time,Total Round Trip Time,SLA Time,Low Priority,SLA Met
0,long_input_short_output,0.04779338836669922,0.8794562816619873,0.9272496700286865,1,no,yes
2,long_input_short_output,0.03063511848449707,0.8498156070709229,0.8804507255554199,1,no,yes
3,long_input_short_output,0.042113542556762695,0.8581023216247559,0.9002158641815186,1,no,yes
1,short_input_short_output,0.05358624458312988,0.943239688873291,0.9968259334564209,1,no,yes
4,short_input_short_output,0.03902602195739746,0.9302845001220703,0.9693105220794678,1,no,yes
5,long_input_short_output,0.02301955223083496,0.9112780094146729,0.9342975616455078,1,no,yes
6,long_input_short_output,0.03962421417236328,0.892143726348877,0.9317679405212402,1,no,yes
7,long_input_short_output,0.030971050262451172,0.88144850730896,0.9124195575714111,1,no,yes
8,short_input_short_output,0.031820058822631836,0.9662156105041504,0.9980356693267822,1,no,yes
10,long_input_short_output,0.030219078063964844,0.9734857082366943,1.0037047863006592,1,no,no
9,short_input_short_output,0.037328481674194336,0.9204713344573975,0.9577998161315918,1,no,yes
11,long_input_short_output,0.028594255447387695,0.96055006980896,0.9891443252563477,1,no,yes
12,long_input_short_output,0.028472423553466797,0.948204755783081,0.9766771793365479,1,no,yes
15,short_input_short_output,0.10247206687927246,0.9657838344573975,1.06825590133667,1,no,no
18,long_input_short_output,0.03083658218383789,0.8481724262237549,0.8790090084075928,1,no,yes
17,short_input_short_output,0.033629417419433594,0.901728630065918,0.9353580474853516,1,no,yes
19,short_input_short_output,0.03566789627075195,0.8901383876800537,0.9258062839508057,1,no,yes
20,short_input_short_output,0.03815340995788574,0.8652036190032959,0.9033570289611816,1,no,yes
21,short_input_short_output,0.04699230194091797,0.8428819179534912,0.8898742198944092,1,no,yes
24,short_input_short_output,0.05169963836669922,0.7708938121795654,0.8225934505462646,1,no,yes
23,short_input_short_output,0.08263301849365234,0.7842831611633301,0.8669161796569824,1,no,yes
25,short_input_short_output,0.04519462585449219,0.86665940284729,0.9118540287017822,1,no,yes
27,long_input_short_output,0.03910398483276367,0.8043308258056641,0.8434348106384277,1,no,yes
26,short_input_short_output,0.03786635398864746,0.8655235767364502,0.9033899307250977,1,no,yes
29,long_input_short_output,0.036246538162231445,1.2917730331420898,1.3280195713043213,1,no,no
30,short_input_short_output,0.041013479232788086,1.1609325408935547,1.2019460201263428,1,no,no
31,short_input_short_output,0.04119277000427246,1.230633020401001,1.2718257904052734,1,no,no
35,long_input_short_output,0.02825760841369629,1.0965306758880615,1.1247882843017578,1,no,no
33,short_input_short_output,0.07526993751525879,1.1484894752502441,1.223759412765503,1,no,no
36,long_input_short_output,0.028148412704467773,1.089052677154541,1.1172010898590088,1,no,no
44,long_input_short_output,0.06670212745666504,0.9267847537994385,0.9934868812561035,1,no,yes
40,long_input_short_output,0.16017389297485352,0.9532814025878906,1.1134552955627441,1,no,no
42,long_input_short_output,0.09727168083190918,0.8272656440734863,0.9245373249053955,1,no,yes
45,long_input_short_output,0.06866574287414551,0.9140899181365967,0.9827556610107422,1,no,yes
48,long_input_short_output,0.024515628814697266,0.9015240669250488,0.9260396957397461,1,no,yes
38,short_input_short_output,0.09757494926452637,1.088399887084961,1.1859748363494873,1,no,no
46,short_input_short_output,0.042221784591674805,0.974299430847168,1.0165212154388428,1,no,no
43,short_input_short_output,0.09555649757385254,0.9882233142852783,1.0837798118591309,1,no,no
51,long_input_short_output,0.02054905891418457,0.8986008167266846,0.9191498756408691,1,no,yes
47,short_input_short_output,0.04012417793273926,0.9119295120239258,0.952053689956665,1,no,yes
50,short_input_short_output,0.04076552391052246,0.9433691501617432,0.9841346740722656,1,no,yes
52,long_input_short_output,0.03482985496520996,0.8833658695220947,0.9181957244873047,1,no,yes
53,long_input_short_output,0.032840728759765625,0.8554847240447998,0.8883254528045654,1,no,yes
54,long_input_short_output,0.03215217590332031,0.9412786960601807,0.973430871963501,1,no,yes
55,short_input_short_output,0.04624152183532715,0.9439934730529785,0.9902349948883057,1,no,yes
56,short_input_short_output,0.039063215255737305,0.9528602600097656,0.991923475265503,1,no,yes
57,short_input_short_output,0.04082131385803223,1.0417449474334717,1.082566261291504,1,no,no
58,long_input_short_output,0.04352760314941406,1.2455546855926514,1.2890822887420654,1,no,no
59,short_input_short_output,0.05032634735107422,1.2725777626037598,1.322904109954834,1,no,no
60,short_input_short_output,0.03265738487243652,1.2667369842529297,1.2993943691253662,1,no,no
62,long_input_short_output,0.03686356544494629,1.1876540184020996,1.224517583847046,1,no,no
63,long_input_short_output,0.02924180030822754,1.1717298030853271,1.2009716033935547,1,no,no
64,long_input_short_output,0.03567242622375488,1.1576571464538574,1.1933295726776123,1,no,no
61,short_input_short_output,0.03879141807556152,1.2576096057891846,1.296401023864746,1,no,no
67,long_input_short_output,0.03971672058105469,1.1099660396575928,1.1496827602386475,1,no,no
66,short_input_short_output,0.06057119369506836,1.1741938591003418,1.2347650527954102,1,no,no
69,long_input_short_output,0.0406804084777832,1.0833218097686768,1.12400221824646,1,no,no
68,short_input_short_output,0.03646206855773926,1.1644861793518066,1.200948247909546,1,no,no
70,long_input_short_output,0.032509565353393555,1.1852181911468506,1.2177277565002441,1,no,no
71,short_input_short_output,0.040642499923706055,1.1376149654388428,1.1782574653625488,1,no,no
72,short_input_short_output,0.054548025131225586,1.1042602062225342,1.1588082313537598,1,no,no
73,short_input_short_output,0.03881192207336426,1.168447494506836,1.2072594165802002,1,no,no
75,long_input_short_output,0.03260350227355957,1.0955779552459717,1.1281814575195312,1,no,no
